Irms1,Irms2,Irms3,
0.237189,0.237102,0.238062,
0.233648,0.234033,0.233733,
0.239204,0.239894,0.240470,
0.233843,0.234223,0.234930,
0.233508,0.233355,0.232599,
0.233889,0.234107,0.233995,
0.234821,0.233875,0.233373,
0.234360,0.234339,0.233865,
0.231636,0.232457,0.231915,
0.233816,0.234157,0.235181,
0.234100,0.234848,0.234168,
0.234733,0.234278,0.233815,
0.235367,0.236139,0.236225,
0.234383,0.233590,0.234164,
0.231347,0.232280,0.231918,
0.234557,0.234351,0.234951,
0.234864,0.234634,0.234243,
0.233963,0.235643,0.236212,
0.231684,0.231444,0.233040,
0.234569,0.234868,0.235302,
0.234690,0.235060,0.234958,
0.235142,0.235405,0.235509,
0.236992,0.235745,0.234646,
0.234962,0.235033,0.235362,
0.234987,0.234396,0.235248,
0.234949,0.233901,0.233954,
0.231735,0.231051,0.231805,
0.230601,0.230881,0.231629,
0.231648,0.231485,0.230591,
0.232674,0.232290,0.232406,
0.231611,0.231865,0.231423,
0.230392,0.231777,0.232772,
0.238719,0.238286,0.237452,
0.234788,0.235160,0.235055,
0.234440,0.234095,0.234598,
0.235315,0.236467,0.235495,
0.232875,0.234005,0.234084,
0.233542,0.233852,0.233758,
0.232718,0.233065,0.233086,
0.238064,0.238821,0.238852,
0.236472,0.236339,0.236220,
0.234419,0.235161,0.234043,
0.233425,0.233518,0.233558,
0.233125,0.233002,0.232530,
0.233600,0.233743,0.233539,
0.237333,0.237366,0.236992,
0.234630,0.233466,0.233698,
0.228501,0.229264,0.228835,
0.232999,0.232874,0.232731,
0.234806,0.234862,0.235481,
0.234862,0.234868,0.233999,
0.233527,0.233471,0.233773,
0.233417,0.233341,0.233276,
0.233313,0.233175,0.234518,
0.233947,0.234435,0.236082,
0.235233,0.235513,0.235737,
0.234944,0.234804,0.234806,
0.233040,0.233013,0.233640,
0.233551,0.233410,0.234010,
0.236546,0.235858,0.234689,
0.233208,0.233549,0.234067,
0.233349,0.233789,0.233909,
0.234256,0.234250,0.235390,
0.230204,0.230125,0.230597,
0.233862,0.234113,0.233886,
0.234267,0.233638,0.234048,
0.234226,0.233578,0.234141,
0.236272,0.236073,0.236008,
0.234344,0.234118,0.235016,
0.230769,0.230588,0.231156,
0.234555,0.233525,0.233699,
0.233357,0.233898,0.233856,
0.232813,0.232074,0.232392,
0.233465,0.233611,0.233482,
0.233783,0.233868,0.233478,
0.236547,0.235354,0.235673,
0.231067,0.231211,0.232029,
0.233066,0.232388,0.232887,
0.233989,0.234187,0.235758,
0.233819,0.233248,0.234046,
0.233373,0.233606,0.233396,
0.235556,0.237235,0.236518,
0.237963,0.237750,0.237869,
0.232247,0.233648,0.233374,
0.234224,0.232985,0.233109,
0.233595,0.233854,0.234063,
0.232728,0.232212,0.231745,
0.234424,0.234462,0.235895,
0.237156,0.237072,0.237698,
0.234066,0.234835,0.234307,
0.234039,0.232516,0.233179,
0.233482,0.233608,0.234597,
0.234662,0.234683,0.233784,
0.233592,0.233738,0.234598,
0.230478,0.230546,0.230621,
0.235483,0.235659,0.235350,
0.234530,0.234582,0.235448,
0.233543,0.234406,0.235692,
0.233449,0.233829,0.233716,
0.232754,0.232057,0.232582,
0.231601,0.231315,0.231603,
0.233825,0.234665,0.234381,
0.235930,0.235378,0.235085,
0.234847,0.234853,0.236003,
0.232996,0.233159,0.234024,
0.233327,0.233357,0.232865,
0.231026,0.230527,0.231941,
0.236080,0.235131,0.235776,
0.234293,0.234701,0.234640,
0.233663,0.234366,0.234247,
0.234218,0.234760,0.235426,
0.235338,0.236047,0.235808,
0.234833,0.235204,0.234971,
0.236277,0.236739,0.237631,
0.235065,0.236021,0.235722,
0.233013,0.232930,0.231583,
0.233754,0.233919,0.233991,
0.230831,0.230921,0.232820,
0.234670,0.234039,0.232995,
0.232850,0.233090,0.234036,
0.235708,0.236995,0.237227,
0.234394,0.234387,0.234221,
0.234890,0.234077,0.234553,
0.235904,0.236552,0.235917,
0.235212,0.235206,0.235026,
0.240784,0.238675,0.237782,
0.236678,0.235655,0.235587,
0.233365,0.233480,0.233245,
0.234193,0.233680,0.234045,
0.232878,0.233310,0.234501,
0.232884,0.234367,0.234986,
0.236126,0.235916,0.236210,
0.232227,0.232192,0.233468,
0.233060,0.233391,0.232918,
0.233570,0.232985,0.233966,
0.233314,0.231794,0.232237,
0.231042,0.232090,0.233624,
0.230760,0.230980,0.232668,
0.235364,0.235317,0.235281,
0.234763,0.235329,0.236019,
0.234964,0.235309,0.235687,
0.234056,0.234487,0.235240,
0.232766,0.233278,0.235113,
0.233181,0.233041,0.233111,
0.234598,0.234989,0.235017,
0.236925,0.235629,0.234750,
0.234695,0.236446,0.236180,
0.233618,0.233556,0.234088,
0.235431,0.235095,0.235228,
0.228711,0.229205,0.230684,
0.232869,0.233466,0.234763,
0.235135,0.234646,0.235436,
0.232054,0.231752,0.232474,
0.233231,0.232183,0.232993,
0.235793,0.235914,0.237004,
0.233052,0.233007,0.233027,
0.235566,0.235133,0.236162,
0.234465,0.233978,0.234545,
0.233746,0.234352,0.234529,
0.233542,0.233755,0.234357,
0.233893,0.233701,0.234285,
0.236899,0.238445,0.236471,
0.234566,0.234691,0.234666,
0.235191,0.234988,0.235667,
0.233867,0.234145,0.233387,
0.234241,0.233800,0.233933,
0.234974,0.234330,0.235494,
0.234288,0.234601,0.235248,
0.233429,0.234097,0.233801,
0.234210,0.233716,0.234701,
0.235653,0.235292,0.235175,
0.235912,0.234262,0.234166,
0.234592,0.233830,0.233691,
0.232505,0.231836,0.232457,
0.235406,0.234959,0.235417,
0.235065,0.234753,0.235777,
0.236068,0.237100,0.237442,
0.233744,0.234148,0.234510,
0.233354,0.233733,0.234455,
0.235080,0.234404,0.235376,
0.230526,0.230083,0.230156,
0.235499,0.234893,0.234986,
0.236892,0.236750,0.238475,
0.236326,0.237219,0.235884,
0.232527,0.233070,0.232361,
0.233723,0.232702,0.233363,
0.229375,0.229730,0.229290,
0.232332,0.231677,0.232234,
0.233992,0.233793,0.233993,
0.233006,0.231865,0.231389,
0.234014,0.233870,0.234466,
0.236109,0.235829,0.235121,
0.230373,0.230893,0.231652,
0.231775,0.234616,0.234906,
0.235494,0.235753,0.236047,
0.234246,0.234523,0.234128,
0.233074,0.233998,0.233951,
0.232382,0.233593,0.234052,
0.235014,0.235083,0.234086,
0.234393,0.235038,0.235045,
0.235003,0.234364,0.234011,
0.233523,0.233039,0.233081,
0.232107,0.232782,0.233033,
0.232662,0.232561,0.232327,
0.236862,0.236479,0.237813,
0.237214,0.237752,0.237608,
0.232851,0.232815,0.234010,
0.234384,0.234791,0.234834,
0.235742,0.235132,0.235096,
0.234838,0.234959,0.234893,
0.234928,0.235314,0.235718,
0.234185,0.233379,0.234928,
0.235799,0.235675,0.235227,
0.234050,0.233944,0.234079,
0.233001,0.232127,0.231734,
0.233567,0.234163,0.233874,
0.234661,0.233780,0.233846,
0.235012,0.234718,0.234201,
0.233551,0.233487,0.232841,
0.232788,0.231434,0.232433,
0.232726,0.231459,0.232266,
0.232514,0.232952,0.233716,
0.232031,0.232902,0.233091,
0.227897,0.227684,0.229020,
0.233969,0.234311,0.233768,
0.233541,0.233981,0.234170,
0.236205,0.236934,0.236714,
0.234020,0.234180,0.235067,
0.233413,0.234140,0.234422,
0.234945,0.235008,0.235019,
0.232330,0.232793,0.233832,
0.234401,0.234656,0.234738,
0.236414,0.236914,0.235834,
0.234010,0.233773,0.234555,
0.234809,0.235747,0.234416,
0.232239,0.232299,0.232098,
0.236616,0.236726,0.236797,
0.233891,0.234541,0.233711,
0.236594,0.235512,0.234943,
0.235091,0.234101,0.234437,
0.233829,0.233837,0.233362,
0.232814,0.232609,0.232582,
0.233566,0.233039,0.233678,
0.234466,0.234188,0.234452,
0.232662,0.233381,0.232884,
0.234855,0.235160,0.235888,
0.235861,0.237522,0.237756,
0.237227,0.238217,0.237546,
0.234836,0.234138,0.234994,
0.231078,0.231860,0.233359,
0.232750,0.234133,0.234464,
0.231980,0.233072,0.234532,
0.233987,0.234200,0.233988,
0.234434,0.234661,0.234004,
0.235181,0.235194,0.235683,
0.233999,0.233773,0.233365,
0.233372,0.233687,0.234189,
0.233465,0.234108,0.234130,
0.231909,0.232479,0.234246,
0.234002,0.234609,0.234507,
0.233966,0.234190,0.235495,
0.235662,0.235202,0.235233,
0.233227,0.234102,0.234629,
0.235705,0.236502,0.235106,
0.234090,0.233657,0.231897,
0.233929,0.234408,0.233891,
0.232103,0.232035,0.232587,
0.236261,0.235591,0.235571,
0.234088,0.233113,0.232861,
0.235022,0.235088,0.235084,
0.236216,0.235365,0.235310,
0.233645,0.233186,0.234412,
0.232455,0.233981,0.233728,
0.236059,0.235779,0.235397,
0.233607,0.234074,0.234204,
0.232845,0.234016,0.233885,
0.236329,0.236569,0.237106,
0.234221,0.233998,0.234858,
0.232295,0.233440,0.233966,
0.236560,0.236740,0.236304,
0.235722,0.235997,0.235881,
0.233767,0.234351,0.234356,
0.234096,0.233677,0.234643,
0.236366,0.236279,0.237547,
0.236828,0.237893,0.237505,
0.236382,0.236796,0.237342,
0.235445,0.234070,0.235099,
0.233566,0.234154,0.234553,
0.231835,0.232329,0.232414,
0.235707,0.234285,0.235181,
0.235739,0.235981,0.236493,
0.237333,0.237807,0.237687,
0.236990,0.234825,0.234736,
0.235351,0.235706,0.235922,
0.232982,0.233607,0.232582,
0.232966,0.233841,0.235709,
0.235255,0.236418,0.236953,
0.235249,0.235104,0.234857,
0.235892,0.235687,0.237053,
0.236688,0.236824,0.237308,
0.232741,0.233216,0.233549,
0.234676,0.233799,0.234630,
0.233674,0.233595,0.233266,
0.231821,0.231726,0.232130,
0.237149,0.237758,0.237350,
0.236096,0.235887,0.235519,
0.234389,0.236042,0.234894,
0.234797,0.234483,0.234040,
0.234400,0.233393,0.233564,
0.235771,0.236360,0.235848,
0.234336,0.233680,0.234013,
0.232815,0.233346,0.234161,
0.233444,0.234297,0.233918,
0.235367,0.235934,0.236134,
0.232405,0.232427,0.234685,
0.227694,0.227648,0.227404,
0.234427,0.234215,0.235086,
0.233318,0.232754,0.232864,
0.235620,0.235730,0.235597,
0.234891,0.235609,0.235596,
0.232439,0.232626,0.232660,
0.230803,0.232460,0.233319,
0.234483,0.234112,0.234316,
0.233726,0.233740,0.234265,
0.234262,0.234303,0.233878,
0.236585,0.235907,0.236934,
0.234460,0.233902,0.234559,
0.235875,0.236228,0.235565,
0.234033,0.233324,0.233463,
0.235434,0.234777,0.234919,
0.236535,0.237708,0.237066,
0.234186,0.235146,0.235706,
0.235771,0.235040,0.234820,
0.236566,0.235866,0.236807,
0.232655,0.233472,0.234257,
0.232780,0.234506,0.235384,
0.232663,0.233782,0.233980,
0.234646,0.234753,0.234997,
0.235584,0.236121,0.236065,
0.236673,0.235873,0.236086,
0.231830,0.232508,0.234184,
0.231297,0.230838,0.231673,
0.233345,0.231758,0.231061,
0.233378,0.232870,0.233357,
0.234533,0.234549,0.234539,
0.235859,0.235524,0.235577,
0.233729,0.233696,0.234435,
0.235813,0.235148,0.235485,
0.233497,0.233613,0.233504,
0.233101,0.233168,0.233876,
0.234699,0.234695,0.234636,
0.235621,0.235295,0.235878,
0.236778,0.236511,0.236664,
0.235051,0.236080,0.235301,
